# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:21:18 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11179000 ALAMEDA C NR NILES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11179000
#            TS   parameter     statistic     Description
#          9028       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9029       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9030       00010     00008     Temperature, water, degrees Celsius (Median)
#          9031       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#          9032       00060     00003     Discharge, cubic feet per second (Mean)
#          9033       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          9034       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#          9038       80225     00003     Bedload sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9028_00010_00001	9028_00010_00001_cd	9029_00010_00002	9029_00010_00002_cd	9030_00010_00008	9030_00010_00008_cd	9031_00010_00011	9031_00010_00011_cd	9032_00060_00003	9032_00060_00003_cd	9033_80154_00003	9033_80154_00003_cd	9034_80155_00003	9034_80155_00003_cd	9038_80225_00003	9038_80225_00003_cd
USGS	11179000	2003-03-16							13.5	A	141	A	82	A	35	A	0.00	A
USGS	11179000	2003-03-17									81	A	26	A	6.8	A	0.00	A
USGS	11179000	2003-03-18									44	A	9	A	1.0	A	0.00	A
USGS	11179000	2003-03-19									38	A	7	A	0.72	A	0.00	A
USGS	11179000	2003-03-20							15.0	A	36	A	5	A	0.49	A	0.00	A
USGS	11179000	2003-03-21									33	A	2	A	0.19	A	0.00	A
USGS	11179000	2003-03-22									32	A	2	A	0.17	A	0.00	A
USGS	11179000	2003-03-23							17.5	A	43	A	4	A	0.51	A	0.00	A
USGS	11179000	2003-03-24									43	A	4	A	0.44	A	0.00	A
USGS	11179000	2003-03-25									31	A	3	A	0.22	A	0.00	A
USGS	11179000	2003-03-26									30	A	2	A	0.16	A	0.00	A
USGS	11179000	2003-03-27									27	A	2	A	0.12	A	0.00	A
USGS	11179000	2003-03-28									24	A	1	A	0.07	A	0.00	A
USGS	11179000	2003-03-29									24	A	1	A	0.06	A	0.00	A
USGS	11179000	2003-03-30							16.5	A	22	A	1	A	0.06	A	0.00	A
USGS	11179000	2003-03-31									23	A	2	A	0.11	A	0.00	A
USGS	11179000	2003-04-01									27	A	2	A	0.14	A	0.00	A
USGS	11179000	2003-04-02							13.0	A	53	A	24	A	5.3	A	0.00	A
USGS	11179000	2003-04-03							12.5	A	58	A	27	A	4.7	A	0.00	A
USGS	11179000	2003-04-04							11.5	A	236	A	136	A	177	A	15	A
USGS	11179000	2003-04-05									72	A	12	A	2.6	A	0.00	A
USGS	11179000	2003-04-06									44	A	5	A	0.63	A	0.00	A
USGS	11179000	2003-04-07									37	A	4	A	0.39	A	0.00	A
USGS	11179000	2003-04-08									34	A	4	A	0.33	A	0.00	A
USGS	11179000	2003-04-09							19.0	A	30	A	3	A	0.26	A	0.00	A
USGS	11179000	2003-04-10									27	A	3	A	0.20	A	0.00	A
USGS	11179000	2003-04-11									27	A	2	A	0.17	A	0.00	A
USGS	11179000	2003-04-12							13.0	A	378	A	345	A	1210	A	149	A
USGS	11179000	2003-04-13							12.0	A	1140	A	879	A	3440	A	128	A
USGS	11179000	2003-04-14									215	A	56	A	39	A	0.00	A
USGS	11179000	2003-04-15									99	A	20	A	5.6	A	0.00	A
USGS	11179000	2003-04-16									71	A	13	A	2.5	A	0.00	A
USGS	11179000	2003-04-17									62	A	9	A	1.4	A	0.00	A
USGS	11179000	2003-04-18									64	A	7	A	1.3	A	0.00	A
USGS	11179000	2003-04-19							13.5	A	53	A	9	A	1.3	A	0.00	A
USGS	11179000	2003-04-20									47	A	15	A	1.9	A	0.00	A
USGS	11179000	2003-04-21							14.5	A	93	A	64	A	28	A	0.00	A
USGS	11179000	2003-04-22									77	A	43	A	9.9	A	0.00	A
USGS	11179000	2003-04-23									49	A	21	A	2.8	A	0.00	A
USGS	11179000	2003-04-24									78	A	51	A	15	A	0.00	A
USGS	11179000	2003-04-25									109	A	94	A	51	A	0.00	A
USGS	11179000	2003-04-26							14.5	A	147	A	133	A	60	A	0.00	A
USGS	11179000	2003-04-27									62	A	37	A	6.3	A	0.00	A
USGS	11179000	2003-04-28							13.5	A	266	A	260	A	381	A	36	A
USGS	11179000	2003-04-29									162	A	56	A	27	A	0.00	A
USGS	11179000	2003-04-30							14.0	A	115	A	17	A	5.4	A	0.00	A
USGS	11179000	2003-05-01									90	A	11	A	2.6	A	0.00	A
USGS	11179000	2003-05-02							16.0	A	234	A	53	A	164	A	150	A
USGS	11179000	2003-05-03							14.5	A	928	A	495	A	1450	A	78	A
USGS	11179000	2003-05-04									301	A	119	A	106	A	2.9	A
USGS	11179000	2003-05-05									175	A	38	A	18	A	0.00	A
USGS	11179000	2003-05-06									135	A	19	A	7.0	A	0.00	A
USGS	11179000	2003-05-07							17.0	A	112	A	12	A	3.7	A	0.00	A
USGS	11179000	2003-05-08									97	A	9	A	2.3	A	0.00	A
USGS	11179000	2003-05-09									83	A	7	A	1.7	A	0.00	A
USGS	11179000	2003-05-10							16.0	A	73	A	6	A	1.2	A	0.00	A
USGS	11179000	2003-05-11									66	A	6	A	1.1	A	0.00	A
USGS	11179000	2003-05-12									61	A	6	A	1.1	A	0.00	A
USGS	11179000	2003-05-13									57	A	7	A	1.0	A	0.00	A
USGS	11179000	2003-05-14							17.50	A	51	A	7	A	0.94	A	0.00	A
USGS	11179000	2003-05-15									46	A	6	A	0.76	A	0.00	A
USGS	11179000	2003-05-16									45	A	5	A	0.62	A	0.00	A
USGS	11179000	2003-05-17							16.5	A	44	A	4	A	0.49	A	0.00	A
USGS	11179000	2003-05-18									40	A	4	A	0.44	A	0.00	A
USGS	11179000	2003-05-19									37	A	4	A	0.40	A	0.00	A
USGS	11179000	2003-05-20									35	A	4	A	0.38	A	0.00	A
USGS	11179000	2003-05-21									31	A	4	A	0.34	A	0.00	A
USGS	11179000	2003-05-22							23.5	A	29	A	4	A	0.32	A	0.00	A
USGS	11179000	2003-05-23									29	A	4	A	0.31	A	0.00	A
USGS	11179000	2003-05-24									30	A	4	A	0.32	A	0.00	A
USGS	11179000	2003-05-25									30	A	4	A	0.33	A	0.00	A
USGS	11179000	2003-05-26							18.5	A	30	A	4	A	0.32	A	0.00	A
USGS	11179000	2003-05-27									28	A	4	A	0.30	A	0.00	A
USGS	11179000	2003-05-28									25	A	4	A	0.27	A	0.00	A
USGS	11179000	2003-05-29							24.5	A	24	A	4	A	0.26	A	0.00	A
USGS	11179000	2003-05-30							21.5	A	25	A	2	A	0.13	A	0.00	A
USGS	11179000	2003-05-31							19.0	A	25	A	3	A	0.20	A	0.00	A
USGS	11179000	2003-06-01									20	A						
USGS	11179000	2003-06-02									20	A						
USGS	11179000	2003-06-03									24	A						
USGS	11179000	2003-06-04									25	A						
USGS	11179000	2003-06-05									27	A						
USGS	11179000	2003-06-06									30	A						
USGS	11179000	2003-06-07									36	A						
USGS	11179000	2003-06-08									35	A						
USGS	11179000	2003-06-09									34	A						
USGS	11179000	2003-06-10									30	A						
USGS	11179000	2003-06-11									28	A						
USGS	11179000	2003-06-12									25	A						
USGS	11179000	2003-06-13									26	A						
USGS	11179000	2003-06-14									57	A						
USGS	11179000	2003-06-15									67	A						
USGS	11179000	2003-06-16									59	A						
USGS	11179000	2003-06-17									45	A						
USGS	11179000	2003-06-18									44	A						
USGS	11179000	2003-06-19									40	A						
USGS	11179000	2003-06-20									40	A						
USGS	11179000	2003-06-21									38	A						
USGS	11179000	2003-06-22									40	A						
USGS	11179000	2003-06-23									39	A						
USGS	11179000	2003-06-24									34	A						
USGS	11179000	2003-06-25									32	A						
USGS	11179000	2003-06-26									30	A						
USGS	11179000	2003-06-27									31	A						
USGS	11179000	2003-06-28									31	A						
USGS	11179000	2003-06-29									31	A						
USGS	11179000	2003-06-30									29	A						
USGS	11179000	2003-07-01									29	A						
USGS	11179000	2003-07-02									31	A						
USGS	11179000	2003-07-03									29	A						
USGS	11179000	2003-07-04									30	A						
USGS	11179000	2003-07-05									29	A						
USGS	11179000	2003-07-06									32	A						
USGS	11179000	2003-07-07									32	A						
USGS	11179000	2003-07-08									30	A						
USGS	11179000	2003-07-09									31	A						
USGS	11179000	2003-07-10									31	A						
USGS	11179000	2003-07-11									40	A						
USGS	11179000	2003-07-12									40	A						
USGS	11179000	2003-07-13									41	A						
USGS	11179000	2003-07-14									38	A						
USGS	11179000	2003-07-15									36	A						
USGS	11179000	2003-07-16									35	A						
USGS	11179000	2003-07-17							25.5	A	33	A						
USGS	11179000	2003-07-18									31	A						
USGS	11179000	2003-07-19									31	A						
USGS	11179000	2003-07-20									31	A						
USGS	11179000	2003-07-21									31	A						
USGS	11179000	2003-07-22									33	A						
USGS	11179000	2003-07-23									35	A						
USGS	11179000	2003-07-24									33	A						
USGS	11179000	2003-07-25									32	A						
USGS	11179000	2003-07-26									32	A						
USGS	11179000	2003-07-27									33	A						
USGS	11179000	2003-07-28									33	A						
USGS	11179000	2003-07-29									33	A						
USGS	11179000	2003-07-30									33	A						
USGS	11179000	2003-07-31									25	A						
USGS	11179000	2003-08-01									24	A						
USGS	11179000	2003-08-02									25	A						
USGS	11179000	2003-08-03									27	A						
USGS	11179000	2003-08-04									28	A						
USGS	11179000	2003-08-05									31	A						
USGS	11179000	2003-08-06									33	A						
USGS	11179000	2003-08-07									32	A						
USGS	11179000	2003-08-08									31	A						
USGS	11179000	2003-08-09									27	A						
USGS	11179000	2003-08-10									28	A						
USGS	11179000	2003-08-11									31	A						
USGS	11179000	2003-08-12									32	A						
USGS	11179000	2003-08-13									33	A						
USGS	11179000	2003-08-14									32	A						
USGS	11179000	2003-08-15									30	A						
USGS	11179000	2003-08-16									30	A						
USGS	11179000	2003-08-17									32	A						
USGS	11179000	2003-08-18									31	A						
USGS	11179000	2003-08-19									26	A						
USGS	11179000	2003-08-20									28	A						
USGS	11179000	2003-08-21									29	A						
USGS	11179000	2003-08-22									35	A						
USGS	11179000	2003-08-23									34	A						
USGS	11179000	2003-08-24									32	A						
USGS	11179000	2003-08-25							22.5	A	30	A						
USGS	11179000	2003-08-26									27	A						
USGS	11179000	2003-08-27									31	A						
USGS	11179000	2003-08-28									27	A						
USGS	11179000	2003-08-29									28	A						
USGS	11179000	2003-08-30									27	A						
USGS	11179000	2003-08-31									29	A						
USGS	11179000	2003-09-01									29	A						
USGS	11179000	2003-09-02									30	A						
USGS	11179000	2003-09-03									29	A						
USGS	11179000	2003-09-04									28	A						
USGS	11179000	2003-09-05									29	A						
USGS	11179000	2003-09-06									27	A						
USGS	11179000	2003-09-07									29	A						
USGS	11179000	2003-09-08									32	A						
USGS	11179000	2003-09-09									30	A						
USGS	11179000	2003-09-10									29	A						
USGS	11179000	2003-09-11									28	A						
USGS	11179000	2003-09-12									26	A						
USGS	11179000	2003-09-13									24	A						
USGS	11179000	2003-09-14									31	A						
USGS	11179000	2003-09-15									32	A						
USGS	11179000	2003-09-16									31	A						
USGS	11179000	2003-09-17									23	A						
USGS	11179000	2003-09-18									22	A						
USGS	11179000	2003-09-19									45	A						
USGS	11179000	2003-09-20									47	A						
USGS	11179000	2003-09-21									47	A						
USGS	11179000	2003-09-22									45	A						
USGS	11179000	2003-09-23									36	A						
USGS	11179000	2003-09-24									34	A						
USGS	11179000	2003-09-25									35	A						
USGS	11179000	2003-09-26									36	A						
USGS	11179000	2003-09-27									38	A						
USGS	11179000	2003-09-28									40	A						
USGS	11179000	2003-09-29									40	A						
USGS	11179000	2003-09-30									39	A						
USGS	11179000	2003-10-01									38	A	6	A	0.61	A		
USGS	11179000	2003-10-02									39	A	6	A	0.62	A		
USGS	11179000	2003-10-03							18.5	A	40	A	6	A	0.65	A		
USGS	11179000	2003-10-04							17.5	A	40	A	6	A	0.65	A		
USGS	11179000	2003-10-05									41	A	6	A	0.67	A		
USGS	11179000	2003-10-06									42	A	7	A	0.77	A		
USGS	11179000	2003-10-07									39	A	6	A	0.64	A		
USGS	11179000	2003-10-08									39	A	6	A	0.62	A		
USGS	11179000	2003-10-09									38	A	5	A	0.55	A		
USGS	11179000	2003-10-10									37	A	6	A	0.56	A		
USGS	11179000	2003-10-11									33	A	5	A	0.44	A		
USGS	11179000	2003-10-12							19.0	A	30	A	4	A	0.33	A		
USGS	11179000	2003-10-13									31	A	4	A	0.33	A		
USGS	11179000	2003-10-14									32	A	4	A	0.36	A		
USGS	11179000	2003-10-15									33	A	5	A	0.45	A		
USGS	11179000	2003-10-16									34	A	4	A	0.37	A		
USGS	11179000	2003-10-17							19.0	A	33	A	4	A	0.36	A		
USGS	11179000	2003-10-18							18.5	A	32	A	4	A	0.35	A		
USGS	11179000	2003-10-19									34	A	5	A	0.41	A		
USGS	11179000	2003-10-20							18.5	A	34	A	4	A	0.37	A		
USGS	11179000	2003-10-21									36	A	5	A	0.45	A		
USGS	11179000	2003-10-22									39	A	6	A	0.62	A		
USGS	11179000	2003-10-23									39	A	6	A	0.68	A		
USGS	11179000	2003-10-24							18.5	A	37	A	6	A	0.58	A		
USGS	11179000	2003-10-25									38	A	8	A	0.86	A		
USGS	11179000	2003-10-26							15.5	A	38	A	9	A	0.92	A		
USGS	11179000	2003-10-27									36	A	8	A	0.80	A		
USGS	11179000	2003-10-28									43	A	12	A	1.4	A		
USGS	11179000	2003-10-29									43	A	12	A	1.4	A		
USGS	11179000	2003-10-30									41	A	11	A	1.2	A		
USGS	11179000	2003-10-31							15.5	A	100	A	94	A	55	A		
USGS	11179000	2003-11-01							14.5	A	73	A	51	A	14	A		
USGS	11179000	2003-11-02									22	A	7	A	0.42	A		
USGS	11179000	2003-11-03									68	A	48	A	13	A		
USGS	11179000	2003-11-04									35	A	16	A	1.7	A		
USGS	11179000	2003-11-05									20	A	6	A	0.34	A		
USGS	11179000	2003-11-06									17	A	5	A	0.21	A		
USGS	11179000	2003-11-07							14.0	A	39	A	14	A	2.0	A		
USGS	11179000	2003-11-08									95	A	332	A	1100	A		
USGS	11179000	2003-11-09							14.0	A	404	A	1160	A	1990	A		
USGS	11179000	2003-11-10									108	A	141	A	62	A		
USGS	11179000	2003-11-11									36	A	23	A	2.3	A		
USGS	11179000	2003-11-12									25	A	14	A	0.95	A		
USGS	11179000	2003-11-13									37	A	23	A	2.3	A		
USGS	11179000	2003-11-14									34	A	21	A	1.9	A		
USGS	11179000	2003-11-15							13.5	A	63	A	28	A	5.0	A		
USGS	11179000	2003-11-16									46	A	13	A	1.7	A		
USGS	11179000	2003-11-17									19	A	3	A	0.19	A		
USGS	11179000	2003-11-18							13.0	A	15	A	2	A	0.10	A		
USGS	11179000	2003-11-19									14	A	2	A	0.09	A		
USGS	11179000	2003-11-20									13	A	2	A	0.07	A		
USGS	11179000	2003-11-21									12	A	2	A	0.07	A		
USGS	11179000	2003-11-22									12	A	1	A	0.05	A		
USGS	11179000	2003-11-23									11	A	1	A	0.03	A		
USGS	11179000	2003-11-24									11	A	2	A	0.06	A		
USGS	11179000	2003-11-25									11	A	2	A	0.06	A		
USGS	11179000	2003-11-26									14	A	2	A	0.15	A		
USGS	11179000	2003-11-27							13.0	A	39	A	13	A	1.3	A		
USGS	11179000	2003-11-28									33	A	15	A	1.3	A		
USGS	11179000	2003-11-29									11	A	10	A	0.30	A		
USGS	11179000	2003-11-30							11.0	A	26	A	16	A	1.7	A		
USGS	11179000	2003-12-01							11.5	A	57	A	26	A	4.1	A		
USGS	11179000	2003-12-02									56	A	24	A	3.6	A		
USGS	11179000	2003-12-03									42	A	12	A	1.3	A		
USGS	11179000	2003-12-04									40	A	9	A	0.93	A		
USGS	11179000	2003-12-05							11.5	A	69	A	17	A	3.6	A		
USGS	11179000	2003-12-06									39	A	8	A	1.1	A		
USGS	11179000	2003-12-07							13.5	A	181	A	170	A	127	A		
USGS	11179000	2003-12-08									42	A	16	A	1.9	A		
USGS	11179000	2003-12-09									20	A	5	A	0.29	A		
USGS	11179000	2003-12-10							11.0	A	223	A	240	A	306	A		
USGS	11179000	2003-12-11									207	A	576	A	544	A		
USGS	11179000	2003-12-12							10.5	A	47	A	57	A	7.9	A		
USGS	11179000	2003-12-13							11.5	A	33	A	25	A	2.2	A		
USGS	11179000	2003-12-14									339	A	1280	A	2850	A		
USGS	11179000	2003-12-15									70	A	87	A	19	A		
USGS	11179000	2003-12-16									36	A	27	A	2.6	A		
USGS	11179000	2003-12-17									28	A	20	A	1.5	A		
USGS	11179000	2003-12-18									23	A	15	A	0.92	A		
USGS	11179000	2003-12-19									21	A	13	A	0.72	A		
USGS	11179000	2003-12-20							10.5	A	92	A	110	A	36	A		
USGS	11179000	2003-12-21									93	A	94	A	28	A		
USGS	11179000	2003-12-22									33	A	19	A	1.8	A		
USGS	11179000	2003-12-23									70	A	71	A	25	A		
USGS	11179000	2003-12-24							12.0	A	179	A	450	A	423	A		
USGS	11179000	2003-12-25									142	A	290	A	130	A		
USGS	11179000	2003-12-26							8.5	A	70	A	86	A	20	A		
USGS	11179000	2003-12-27									34	A	19	A	1.8	A		
USGS	11179000	2003-12-28									27	A	11	A	0.82	A		
USGS	11179000	2003-12-29									474	A	1050	A	3810	A		
USGS	11179000	2003-12-30									339	A	507	A	745	A		
USGS	11179000	2003-12-31							10.0	A	84	A	69	A	17	A		
USGS	11179000	2004-01-01									2110	A	4430	A	47600	A		
USGS	11179000	2004-01-02									547	A	745	A	1560	A		
USGS	11179000	2004-01-03									206	A	81	A	56	A		
USGS	11179000	2004-01-04									94	A	23	A	6.0	A		
USGS	11179000	2004-01-05									64	A	13	A	2.4	A		
USGS	11179000	2004-01-06									51	A	10	A	1.4	A		
USGS	11179000	2004-01-07									60	A	13	A	2.3	A		
USGS	11179000	2004-01-08									43	A	9	A	1.0	A		
USGS	11179000	2004-01-09							10.5	A	36	A	6	A	0.60	A		
USGS	11179000	2004-01-10									36	A	7	A	0.68	A		
USGS	11179000	2004-01-11							10.5	A	32	A	6	A	0.53	A		
USGS	11179000	2004-01-12									31	A	6	A	0.50	A		
USGS	11179000	2004-01-13									32	A	6	A	0.56	A		
USGS	11179000	2004-01-14									34	A	7	A	0.66	A		
USGS	11179000	2004-01-15									33	A	7	A	0.62	A		
USGS	11179000	2004-01-16									32	A	6	A	0.53	A		
USGS	11179000	2004-01-17									30	A	6	A	0.46	A		
USGS	11179000	2004-01-18									28	A	5	A	0.38	A		
USGS	11179000	2004-01-19									27	A	5	A	0.36	A		
USGS	11179000	2004-01-20									54	A	29	A	18	A		
USGS	11179000	2004-01-21									265	A	243	A	188	A		
USGS	11179000	2004-01-22									69	A	42	A	9.2	A		
USGS	11179000	2004-01-23									29	A	13	A	1.0	A		
USGS	11179000	2004-01-24									103	A	79	A	34	A		
USGS	11179000	2004-01-25							9.0	A	46	A	20	A	2.9	A		
USGS	11179000	2004-01-26									28	A	4	A	0.34	A		
USGS	11179000	2004-01-27							10.5	A	30	A	3	A	0.28	A		
USGS	11179000	2004-01-28									47	A	12	A	1.6	A		
USGS	11179000	2004-01-29									32	A	6	A	0.55	A		
USGS	11179000	2004-01-30									29	A	6	A	0.45	A		
USGS	11179000	2004-01-31							10.0	A	31	A	6	A	0.51	A		
USGS	11179000	2004-02-01									26	A	4	A	0.31	A		
USGS	11179000	2004-02-02									422	A	684	A	2170	A		
USGS	11179000	2004-02-03							10.0	A	294	A	227	A	203	A		
USGS	11179000	2004-02-04							11.0	A	107	A	45	A	14	A		
USGS	11179000	2004-02-05									68	A	20	A	3.8	A		
USGS	11179000	2004-02-06									57	A	16	A	2.5	A		
USGS	11179000	2004-02-07									74	A	22	A	5.0	A		
USGS	11179000	2004-02-08							9.0	A	47	A	8	A	1.1	A		
USGS	11179000	2004-02-09									41	A	6	A	0.71	A		
USGS	11179000	2004-02-10									37	A	6	A	0.56	A		
USGS	11179000	2004-02-11									35	A	5	A	0.49	A		
USGS	11179000	2004-02-12									33	A	5	A	0.43	A		
USGS	11179000	2004-02-13									31	A	4	A	0.35	A		
USGS	11179000	2004-02-14							9.5	A	30	A	4	A	0.32	A		
USGS	11179000	2004-02-15									28	A	3	A	0.26	A		
USGS	11179000	2004-02-16							11.5	A	231	A	782	A	848	A		
USGS	11179000	2004-02-17							12.5	A	106	A	234	A	142	A		
USGS	11179000	2004-02-18							13.0	A	934	A	2990	A	9810	A		
USGS	11179000	2004-02-19							11.5	A	206	A	288	A	187	A		
USGS	11179000	2004-02-20							12.0	A	108	A	60	A	18	A		
USGS	11179000	2004-02-21							12.0	A	101	A	66	A	20	A		
USGS	11179000	2004-02-22									104	A	66	A	20	A		
USGS	11179000	2004-02-23									106	A	68	A	20	A		
USGS	11179000	2004-02-24									85	A	52	A	13	A		
USGS	11179000	2004-02-25							12.5	A	1210	A	2330	A	18100	A		
USGS	11179000	2004-02-26							10.5	A	1660	A	920	A	4260	A		
USGS	11179000	2004-02-27									682	A	358	A	733	A		
USGS	11179000	2004-02-28							10.0	A	263	A	116	A	86	A		
USGS	11179000	2004-02-29									155	A:e	47	A:e	21	A:e		
USGS	11179000	2004-03-01							11.0	A	150	A:e	39	A:e	16	A:e		
USGS	11179000	2004-03-02									133	A	30	A	11	A		
USGS	11179000	2004-03-03									94	A	18	A	4.5	A		
USGS	11179000	2004-03-04									77	A	14	A	2.9	A		
USGS	11179000	2004-03-05									67	A	11	A	2.0	A		
USGS	11179000	2004-03-06									62	A	10	A	1.6	A		
USGS	11179000	2004-03-07							17.0	A	59	A	8	A	1.3	A		
USGS	11179000	2004-03-08									56	A	8	A	1.2	A		
USGS	11179000	2004-03-09									53	A	8	A	1.1	A		
USGS	11179000	2004-03-10									45	A	8	A	0.93	A		
USGS	11179000	2004-03-11									46	A	8	A	1.0	A		
USGS	11179000	2004-03-12									51	A	9	A	1.2	A		
USGS	11179000	2004-03-13									49	A	9	A	1.2	A		
USGS	11179000	2004-03-14							15.0	A	47	A	8	A	1.0	A		
USGS	11179000	2004-03-15									46	A	9	A	1.2	A		
USGS	11179000	2004-03-16									45	A	11	A	1.3	A		
USGS	11179000	2004-03-17									43	A	11	A	1.3	A		
USGS	11179000	2004-03-18									42	A	12	A	1.3	A		
USGS	11179000	2004-03-19									41	A	12	A	1.3	A		
USGS	11179000	2004-03-20							18.0	A	41	A	12	A	1.3	A		
USGS	11179000	2004-03-21									39	A	12	A	1.3	A		
USGS	11179000	2004-03-22									53	A	16	A	2.3	A		
USGS	11179000	2004-03-23							17.0	A	59	A	17	A	2.7	A		
USGS	11179000	2004-03-24									49	A	14	A	1.9	A		
USGS	11179000	2004-03-25									123	A	95	A	120	A		
USGS	11179000	2004-03-26							13.5	A	155	A	86	A	50	A		
USGS	11179000	2004-03-27							14.5	A	78	A	19	A	4.0	A		
USGS	11179000	2004-03-28									68	A	18	A	3.3	A		
USGS	11179000	2004-03-29									48	A	18	A	2.4	A		
USGS	11179000	2004-03-30									43	A	19	A	2.1	A		
USGS	11179000	2004-03-31							14.0	A	36	A	19	A	1.9	A		
USGS	11179000	2004-04-01									34	A	18	A	1.7	A		
USGS	11179000	2004-04-02									31	A	16	A	1.3	A		
USGS	11179000	2004-04-03									30	A	14	A	1.2	A		
USGS	11179000	2004-04-04							14.0	A	29	A	14	A	1.1	A		
USGS	11179000	2004-04-05									28	A	14	A	1.1	A		
USGS	11179000	2004-04-06									28	A	13	A	0.99	A		
USGS	11179000	2004-04-07									27	A	11	A	0.82	A		
USGS	11179000	2004-04-08									30	A	11	A	0.86	A		
USGS	11179000	2004-04-09									32	A	10	A	0.86	A		
USGS	11179000	2004-04-10							16.5	A	29	A	8	A	0.62	A		
USGS	11179000	2004-04-11									26	A	7	A	0.49	A		
USGS	11179000	2004-04-12									25	A	6	A	0.43	A		
USGS	11179000	2004-04-13									24	A	7	A	0.43	A		
USGS	11179000	2004-04-14									27	A	8	A	0.55	A		
USGS	11179000	2004-04-15									25	A	7	A	0.49	A		
USGS	11179000	2004-04-16									27	A	7	A	0.55	A		
USGS	11179000	2004-04-17							17.5	A	37	A	9	A	0.97	A		
USGS	11179000	2004-04-18									39	A	6	A	0.67	A		
USGS	11179000	2004-04-19							14.0	A	61	A	11	A	2.0	A		
USGS	11179000	2004-04-20									56	A	9	A	1.4	A		
USGS	11179000	2004-04-21									96	A	21	A	5.6	A		
USGS	11179000	2004-04-22									100	A	23	A	6.4	A		
USGS	11179000	2004-04-23									46	A	9	A	1.2	A		
USGS	11179000	2004-04-24							16.0	A	36	A	6	A	0.62	A		
USGS	11179000	2004-04-25									32	A	6	A	0.51	A		
USGS	11179000	2004-04-26							21.0	A	29	A	6	A	0.48	A		
USGS	11179000	2004-04-27									28	A	6	A	0.45	A		
USGS	11179000	2004-04-28									26	A:e	5	A:e	0.36	A:e		
USGS	11179000	2004-04-29									24	A:e	5	A:e	0.32	A:e		
USGS	11179000	2004-04-30							17.5	A	22	A:e	5	A:e	0.28	A:e		
USGS	11179000	2004-05-01							16.5	A	20	A	4	A	0.07	A		
USGS	11179000	2004-05-02									18	A						
USGS	11179000	2004-05-03									19	A						
USGS	11179000	2004-05-04									16	A						
USGS	11179000	2004-05-05									15	A						
USGS	11179000	2004-05-06									16	A						
USGS	11179000	2004-05-07									18	A						
USGS	11179000	2004-05-08									22	A						
USGS	11179000	2004-05-09									25	A						
USGS	11179000	2004-05-10									26	A						
USGS	11179000	2004-05-11									22	A						
USGS	11179000	2004-05-12									23	A						
USGS	11179000	2004-05-13									23	A						
USGS	11179000	2004-05-14									20	A						
USGS	11179000	2004-05-15									20	A						
USGS	11179000	2004-05-16									24	A						
USGS	11179000	2004-05-17									23	A						
USGS	11179000	2004-05-18									23	A						
USGS	11179000	2004-05-19									21	A						
USGS	11179000	2004-05-20									21	A						
USGS	11179000	2004-05-21									20	A						
USGS	11179000	2004-05-22									19	A						
USGS	11179000	2004-05-23									25	A						
USGS	11179000	2004-05-24									24	A						
USGS	11179000	2004-05-25									18	A						
USGS	11179000	2004-05-26									18	A						
USGS	11179000	2004-05-27									17	A						
USGS	11179000	2004-05-28									27	A						
USGS	11179000	2004-05-29									29	A						
USGS	11179000	2004-05-30									22	A						
USGS	11179000	2004-05-31									19	A						
USGS	11179000	2004-06-01							24.5	A	20	A						
USGS	11179000	2004-06-02									18	A						
USGS	11179000	2004-06-03									17	A						
USGS	11179000	2004-06-04									20	A						
USGS	11179000	2004-06-05									15	A						
USGS	11179000	2004-06-06									15	A						
USGS	11179000	2004-06-07									14	A						
USGS	11179000	2004-06-08									14	A						
USGS	11179000	2004-06-09									22	A						
USGS	11179000	2004-06-10									20	A						
USGS	11179000	2004-06-11									18	A						
USGS	11179000	2004-06-12									15	A						
USGS	11179000	2004-06-13									16	A						
USGS	11179000	2004-06-14									16	A						
USGS	11179000	2004-06-15									26	A						
USGS	11179000	2004-06-16									27	A						
USGS	11179000	2004-06-17									28	A						
USGS	11179000	2004-06-18									28	A						
USGS	11179000	2004-06-19									27	A						
USGS	11179000	2004-06-20									30	A						
USGS	11179000	2004-06-21									32	A						
USGS	11179000	2004-06-22									31	A						
USGS	11179000	2004-06-23									32	A						
USGS	11179000	2004-06-24									32	A						
