# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:08:42 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11181040 SAN LORENZO C A SAN LORENZO CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11181040
#            TS   parameter     statistic     Description
#          9070       00060     00003     Discharge, cubic feet per second (Mean)
#          9071       00010     00003     Temperature, water, degrees Celsius (Mean)
#          9072       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#          9073       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          9074       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9070_00060_00003	9070_00060_00003_cd	9072_00010_00011	9072_00010_00011_cd	9073_80154_00003	9073_80154_00003_cd	9074_80155_00003	9074_80155_00003_cd
USGS	11181040	2002-09-14	2.1	A						
USGS	11181040	2002-09-15	2.2	A						
USGS	11181040	2002-09-16	3.3	A						
USGS	11181040	2002-09-17	3.2	A						
USGS	11181040	2002-09-18	2.6	A						
USGS	11181040	2002-09-19	1.7	A						
USGS	11181040	2002-09-20	1.6	A						
USGS	11181040	2002-09-21	1.4	A						
USGS	11181040	2002-09-22	1.3	A						
USGS	11181040	2002-09-23	1.3	A						
USGS	11181040	2002-09-24	1.3	A						
USGS	11181040	2002-09-25	1.3	A						
USGS	11181040	2002-09-26	1.3	A						
USGS	11181040	2002-09-27	1.4	A						
USGS	11181040	2002-09-28	1.5	A						
USGS	11181040	2002-09-29	1.6	A						
USGS	11181040	2002-09-30	1.9	A						
USGS	11181040	2002-10-01	1.4	A						
USGS	11181040	2002-10-02	1.2	A						
USGS	11181040	2002-10-03	1.2	A						
USGS	11181040	2002-10-04	1.4	A						
USGS	11181040	2002-10-05	1.1	A						
USGS	11181040	2002-10-06	1.1	A						
USGS	11181040	2002-10-07	1.2	A						
USGS	11181040	2002-10-08	1.3	A						
USGS	11181040	2002-10-09	1.4	A						
USGS	11181040	2002-10-10	1.4	A						
USGS	11181040	2002-10-11	1.4	A						
USGS	11181040	2002-10-12	1.4	A						
USGS	11181040	2002-10-13	1.4	A						
USGS	11181040	2002-10-14	1.4	A						
USGS	11181040	2002-10-15	1.4	A						
USGS	11181040	2002-10-16	1.5	A						
USGS	11181040	2002-10-17	1.5	A						
USGS	11181040	2002-10-18	1.5	A						
USGS	11181040	2002-10-19	1.6	A						
USGS	11181040	2002-10-20	1.6	A						
USGS	11181040	2002-10-21	1.7	A						
USGS	11181040	2002-10-22	1.7	A						
USGS	11181040	2002-10-23	1.8	A						
USGS	11181040	2002-10-24	1.9	A						
USGS	11181040	2002-10-25	2.0	A						
USGS	11181040	2002-10-26	1.9	A						
USGS	11181040	2002-10-27	2.0	A						
USGS	11181040	2002-10-28	1.9	A						
USGS	11181040	2002-10-29	1.8	A						
USGS	11181040	2002-10-30	1.8	A						
USGS	11181040	2002-10-31	1.8	A						
USGS	11181040	2002-11-01	1.7	A						
USGS	11181040	2002-11-02	1.6	A						
USGS	11181040	2002-11-03	1.6	A						
USGS	11181040	2002-11-04	1.7	A						
USGS	11181040	2002-11-05	2.1	A						
USGS	11181040	2002-11-06	3.1	A						
USGS	11181040	2002-11-07	209	A						
USGS	11181040	2002-11-08	393	A						
USGS	11181040	2002-11-09	14	A						
USGS	11181040	2002-11-10	13	A						
USGS	11181040	2002-11-11	5.1	A						
USGS	11181040	2002-11-12	2.6	A						
USGS	11181040	2002-11-13	2.6	A						
USGS	11181040	2002-11-14	2.3	A						
USGS	11181040	2002-11-15	1.8	A						
USGS	11181040	2002-11-16	1.5	A						
USGS	11181040	2002-11-17	1.4	A						
USGS	11181040	2002-11-18	1.5	A						
USGS	11181040	2002-11-19	1.7	A						
USGS	11181040	2002-11-20	1.6	A						
USGS	11181040	2002-11-21	1.4	A						
USGS	11181040	2002-11-22	1.6	A						
USGS	11181040	2002-11-23	1.6	A						
USGS	11181040	2002-11-24	1.7	A						
USGS	11181040	2002-11-25	1.6	A						
USGS	11181040	2002-11-26	1.7	A						
USGS	11181040	2002-11-27	1.6	A						
USGS	11181040	2002-11-28	1.7	A						
USGS	11181040	2002-11-29	1.7	A						
USGS	11181040	2002-11-30	1.8	A						
USGS	11181040	2002-12-01	1.8	A						
USGS	11181040	2002-12-02	1.8	A						
USGS	11181040	2002-12-03	1.9	A						
USGS	11181040	2002-12-04	1.8	A						
USGS	11181040	2002-12-05	1.7	A						
USGS	11181040	2002-12-06	1.8	A						
USGS	11181040	2002-12-07	1.8	A						
USGS	11181040	2002-12-08	1.7	A						
USGS	11181040	2002-12-09	8.9	A						
USGS	11181040	2002-12-10	29	A						
USGS	11181040	2002-12-11	5.7	A						
USGS	11181040	2002-12-12	3.6	A						
USGS	11181040	2002-12-13	282	A						
USGS	11181040	2002-12-14	240	A						
USGS	11181040	2002-12-15	65	A						
USGS	11181040	2002-12-16	925	A						
USGS	11181040	2002-12-17	200	A						
USGS	11181040	2002-12-18	33	A						
USGS	11181040	2002-12-19	386	A						
USGS	11181040	2002-12-20	326	A						
USGS	11181040	2002-12-21	160	A						
USGS	11181040	2002-12-22	54	A						
USGS	11181040	2002-12-23	28	A						
USGS	11181040	2002-12-24	23	A						
USGS	11181040	2002-12-25	20	A						
USGS	11181040	2002-12-26	19	A						
USGS	11181040	2002-12-27	18	A						
USGS	11181040	2002-12-28	198	A						
USGS	11181040	2002-12-29	219	A						
USGS	11181040	2002-12-30	51	A						
USGS	11181040	2002-12-31	217	A						
USGS	11181040	2003-01-01	67	A						
USGS	11181040	2003-01-02	44	A						
USGS	11181040	2003-01-03	30	A						
USGS	11181040	2003-01-04	26	A						
USGS	11181040	2003-01-05	24	A						
USGS	11181040	2003-01-06	22	A						
USGS	11181040	2003-01-07	20	A						
USGS	11181040	2003-01-08	20	A						
USGS	11181040	2003-01-09	67	A						
USGS	11181040	2003-01-10	44	A						
USGS	11181040	2003-01-11	22	A						
USGS	11181040	2003-01-12	21	A						
USGS	11181040	2003-01-13	20	A						
USGS	11181040	2003-01-14	18	A						
USGS	11181040	2003-01-15	18	A						
USGS	11181040	2003-01-16	18	A						
USGS	11181040	2003-01-17	17	A						
USGS	11181040	2003-01-18	17	A						
USGS	11181040	2003-01-19	16	A						
USGS	11181040	2003-01-20	16	A						
USGS	11181040	2003-01-21	34	A						
USGS	11181040	2003-01-22	18	A						
USGS	11181040	2003-01-23	18	A						
USGS	11181040	2003-01-24	17	A						
USGS	11181040	2003-01-25	17	A						
USGS	11181040	2003-01-26	17	A						
USGS	11181040	2003-01-27	17	A						
USGS	11181040	2003-01-28	16	A						
USGS	11181040	2003-01-29	16	A						
USGS	11181040	2003-01-30	16	A						
USGS	11181040	2003-01-31	15	A						
USGS	11181040	2003-02-01	16	A:e						
USGS	11181040	2003-02-02	15	A:e						
USGS	11181040	2003-02-03	14	A:e						
USGS	11181040	2003-02-04	13	A:e						
USGS	11181040	2003-02-05	13	A:e						
USGS	11181040	2003-02-06	12	A:e						
USGS	11181040	2003-02-07	11	A						
USGS	11181040	2003-02-08	9.9	A						
USGS	11181040	2003-02-09	9.8	A						
USGS	11181040	2003-02-10	9.8	A						
USGS	11181040	2003-02-11	9.7	A						
USGS	11181040	2003-02-12	20	A						
USGS	11181040	2003-02-13	18	A						
USGS	11181040	2003-02-14	13	A						
USGS	11181040	2003-02-15	22	A						
USGS	11181040	2003-02-16	152	A						
USGS	11181040	2003-02-17	19	A						
USGS	11181040	2003-02-18	17	A						
USGS	11181040	2003-02-19	19	A						
USGS	11181040	2003-02-20	15	A						
USGS	11181040	2003-02-21	14	A						
USGS	11181040	2003-02-22	14	A						
USGS	11181040	2003-02-23	15	A						
USGS	11181040	2003-02-24	27	A						
USGS	11181040	2003-02-25	20	A						
USGS	11181040	2003-02-26	19	A						
USGS	11181040	2003-02-27	39	A						
USGS	11181040	2003-02-28	17	A						
USGS	11181040	2003-03-01	16	A						
USGS	11181040	2003-03-02	16	A						
USGS	11181040	2003-03-03	17	A						
USGS	11181040	2003-03-04	17	A						
USGS	11181040	2003-03-05	17	A						
USGS	11181040	2003-03-06	18	A						
USGS	11181040	2003-03-07	17	A						
USGS	11181040	2003-03-08	17	A						
USGS	11181040	2003-03-09	16	A						
USGS	11181040	2003-03-10	16	A						
USGS	11181040	2003-03-11	17	A						
USGS	11181040	2003-03-12	17	A						
USGS	11181040	2003-03-13	17	A						
USGS	11181040	2003-03-14	18	A						
USGS	11181040	2003-03-15	121	A						
USGS	11181040	2003-03-16	30	A						
USGS	11181040	2003-03-17	17	A						
USGS	11181040	2003-03-18	14	A						
USGS	11181040	2003-03-19	13	A						
USGS	11181040	2003-03-20	14	A						
USGS	11181040	2003-03-21	10	A						
USGS	11181040	2003-03-22	10	A						
USGS	11181040	2003-03-23	22	A						
USGS	11181040	2003-03-24	11	A						
USGS	11181040	2003-03-25	9.2	A						
USGS	11181040	2003-03-26	16	A						
USGS	11181040	2003-03-27	13	A						
USGS	11181040	2003-03-28	12	A						
USGS	11181040	2003-03-29	11	A:e						
USGS	11181040	2003-03-30	11	A:e						
USGS	11181040	2003-03-31	11	A:e						
USGS	11181040	2003-04-01	11	A:e						
USGS	11181040	2003-04-02	26	A						
USGS	11181040	2003-04-03	19	A						
USGS	11181040	2003-04-04	79	A						
USGS	11181040	2003-04-05	22	A						
USGS	11181040	2003-04-06	21	A						
USGS	11181040	2003-04-07	21	A						
USGS	11181040	2003-04-08	21	A						
USGS	11181040	2003-04-09	21	A						
USGS	11181040	2003-04-10	20	A						
USGS	11181040	2003-04-11	20	A						
USGS	11181040	2003-04-12	187	A						
USGS	11181040	2003-04-13	426	A						
USGS	11181040	2003-04-14	62	A						
USGS	11181040	2003-04-15	36	A						
USGS	11181040	2003-04-16	30	A						
USGS	11181040	2003-04-17	29	A						
USGS	11181040	2003-04-18	29	A						
USGS	11181040	2003-04-19	28	A						
USGS	11181040	2003-04-20	28	A						
USGS	11181040	2003-04-21	43	A						
USGS	11181040	2003-04-22	34	A						
USGS	11181040	2003-04-23	30	A						
USGS	11181040	2003-04-24	87	A						
USGS	11181040	2003-04-25	122	A						
USGS	11181040	2003-04-26	133	A						
USGS	11181040	2003-04-27	105	A						
USGS	11181040	2003-04-28	354	A						
USGS	11181040	2003-04-29	115	A						
USGS	11181040	2003-04-30	104	A						
USGS	11181040	2003-05-01	121	A						
USGS	11181040	2003-05-02	216	A						
USGS	11181040	2003-05-03	513	A						
USGS	11181040	2003-05-04	130	A						
USGS	11181040	2003-05-05	44	A						
USGS	11181040	2003-05-06	33	A						
USGS	11181040	2003-05-07	33	A						
USGS	11181040	2003-05-08	43	A						
USGS	11181040	2003-05-09	33	A						
USGS	11181040	2003-05-10	34	A						
USGS	11181040	2003-05-11	35	A						
USGS	11181040	2003-05-12	35	A						
USGS	11181040	2003-05-13	34	A						
USGS	11181040	2003-05-14	32	A						
USGS	11181040	2003-05-15	33	A						
USGS	11181040	2003-05-16	32	A						
USGS	11181040	2003-05-17	30	A						
USGS	11181040	2003-05-18	27	A						
USGS	11181040	2003-05-19	24	A						
USGS	11181040	2003-05-20	19	A						
USGS	11181040	2003-05-21	16	A						
USGS	11181040	2003-05-22	13	A:e						
USGS	11181040	2003-05-23	11	A:e						
USGS	11181040	2003-05-24	11	A:e						
USGS	11181040	2003-05-25	11	A:e						
USGS	11181040	2003-05-26	8.5	A:e						
USGS	11181040	2003-05-27	7.3	A:e						
USGS	11181040	2003-05-28	6.9	A:e						
USGS	11181040	2003-05-29	6.3	A:e						
USGS	11181040	2003-05-30	6.5	A						
USGS	11181040	2003-05-31	6.5	A						
USGS	11181040	2003-06-01	5.3	A						
USGS	11181040	2003-06-02	5.0	A						
USGS	11181040	2003-06-03	4.3	A						
USGS	11181040	2003-06-04	4.1	A						
USGS	11181040	2003-06-05	4.2	A						
USGS	11181040	2003-06-06	4.5	A						
USGS	11181040	2003-06-07	5.2	A						
USGS	11181040	2003-06-08	5.3	A						
USGS	11181040	2003-06-09	5.6	A						
USGS	11181040	2003-06-10	5.1	A						
USGS	11181040	2003-06-11	4.9	A						
USGS	11181040	2003-06-12	6.4	A						
USGS	11181040	2003-06-13	7.7	A						
USGS	11181040	2003-06-14	4.6	A						
USGS	11181040	2003-06-15	4.3	A						
USGS	11181040	2003-06-16	4.5	A						
USGS	11181040	2003-06-17	4.4	A						
USGS	11181040	2003-06-18	5.1	A						
USGS	11181040	2003-06-19	5.9	A						
USGS	11181040	2003-06-20	6.5	A						
USGS	11181040	2003-06-21	7.1	A						
USGS	11181040	2003-06-22	7.4	A						
USGS	11181040	2003-06-23	6.2	A						
USGS	11181040	2003-06-24	5.1	A						
USGS	11181040	2003-06-25	4.0	A						
USGS	11181040	2003-06-26	3.7	A						
USGS	11181040	2003-06-27	3.9	A						
USGS	11181040	2003-06-28	3.3	A						
USGS	11181040	2003-06-29	3.2	A						
USGS	11181040	2003-06-30	3.3	A						
USGS	11181040	2003-07-01	3.9	A						
USGS	11181040	2003-07-02	3.8	A						
USGS	11181040	2003-07-03	3.1	A						
USGS	11181040	2003-07-04	3.1	A						
USGS	11181040	2003-07-05	3.1	A						
USGS	11181040	2003-07-06	3.4	A						
USGS	11181040	2003-07-07	3.9	A						
USGS	11181040	2003-07-08	3.9	A						
USGS	11181040	2003-07-09	3.9	A						
USGS	11181040	2003-07-10	3.7	A						
USGS	11181040	2003-07-11	2.5	A						
USGS	11181040	2003-07-12	2.5	A						
USGS	11181040	2003-07-13	2.3	A						
USGS	11181040	2003-07-14	2.5	A						
USGS	11181040	2003-07-15	2.3	A						
USGS	11181040	2003-07-16	2.5	A						
USGS	11181040	2003-07-17	2.5	A						
USGS	11181040	2003-07-18	2.7	A						
USGS	11181040	2003-07-19	2.3	A:e						
USGS	11181040	2003-07-20	2.3	A:e						
USGS	11181040	2003-07-21	2.4	A:e						
USGS	11181040	2003-07-22	2.3	A:e						
USGS	11181040	2003-07-23	2.2	A:e						
USGS	11181040	2003-07-24	2.1	A:e						
USGS	11181040	2003-07-25	2.0	A:e						
USGS	11181040	2003-07-26	1.9	A:e						
USGS	11181040	2003-07-27	1.8	A:e						
USGS	11181040	2003-07-28	1.7	A:e						
USGS	11181040	2003-07-29	1.6	A:e						
USGS	11181040	2003-07-30	1.6	A:e						
USGS	11181040	2003-07-31	1.7	A:e						
USGS	11181040	2003-08-01	2.0	A:e						
USGS	11181040	2003-08-02	1.8	A:e						
USGS	11181040	2003-08-03	1.7	A:e						
USGS	11181040	2003-08-04	1.6	A:e						
USGS	11181040	2003-08-05	1.5	A:e						
USGS	11181040	2003-08-06	1.5	A						
USGS	11181040	2003-08-07	1.7	A						
USGS	11181040	2003-08-08	1.6	A						
USGS	11181040	2003-08-09	1.5	A						
USGS	11181040	2003-08-10	1.6	A						
USGS	11181040	2003-08-11	1.7	A						
USGS	11181040	2003-08-12	1.9	A						
USGS	11181040	2003-08-13	1.9	A						
USGS	11181040	2003-08-14	1.7	A						
USGS	11181040	2003-08-15	1.5	A						
USGS	11181040	2003-08-16	1.5	A						
USGS	11181040	2003-08-17	1.6	A						
USGS	11181040	2003-08-18	1.7	A						
USGS	11181040	2003-08-19	2.7	A						
USGS	11181040	2003-08-20	2.9	A						
USGS	11181040	2003-08-21	2.2	A						
USGS	11181040	2003-08-22	2.3	A						
USGS	11181040	2003-08-23	2.5	A						
USGS	11181040	2003-08-24	2.3	A						
USGS	11181040	2003-08-25	2.2	A						
USGS	11181040	2003-08-26	2.2	A						
USGS	11181040	2003-08-27	2.3	A						
USGS	11181040	2003-08-28	3.6	A						
USGS	11181040	2003-08-29	1.8	A						
USGS	11181040	2003-08-30	1.6	A						
USGS	11181040	2003-08-31	1.6	A						
USGS	11181040	2003-09-01	1.7	A						
USGS	11181040	2003-09-02	1.8	A						
USGS	11181040	2003-09-03	1.7	A						
USGS	11181040	2003-09-04	1.6	A						
USGS	11181040	2003-09-05	1.7	A						
USGS	11181040	2003-09-06	2.5	A						
USGS	11181040	2003-09-07	2.0	A						
USGS	11181040	2003-09-08	1.7	A						
USGS	11181040	2003-09-09	1.6	A						
USGS	11181040	2003-09-10	1.7	A						
USGS	11181040	2003-09-11	1.6	A						
USGS	11181040	2003-09-12	1.5	A						
USGS	11181040	2003-09-13	1.6	A						
USGS	11181040	2003-09-14	1.7	A						
USGS	11181040	2003-09-15	1.5	A						
USGS	11181040	2003-09-16	1.5	A						
USGS	11181040	2003-09-17	1.4	A						
USGS	11181040	2003-09-18	1.3	A						
USGS	11181040	2003-09-19	1.1	A						
USGS	11181040	2003-09-20	1.1	A						
USGS	11181040	2003-09-21	1.1	A						
USGS	11181040	2003-09-22	1.0	A						
USGS	11181040	2003-09-23	1.1	A						
USGS	11181040	2003-09-24	1.1	A						
USGS	11181040	2003-09-25	1.2	A						
USGS	11181040	2003-09-26	1.3	A						
USGS	11181040	2003-09-27	1.4	A						
USGS	11181040	2003-09-28	1.4	A						
USGS	11181040	2003-09-29	1.4	A						
USGS	11181040	2003-09-30	1.4	A						
USGS	11181040	2003-10-01	1.7	A						
USGS	11181040	2003-10-02	2.0	A						
USGS	11181040	2003-10-03	2.2	A						
USGS	11181040	2003-10-04	2.2	A						
USGS	11181040	2003-10-05	1.8	A						
USGS	11181040	2003-10-06	1.9	A						
USGS	11181040	2003-10-07	1.8	A						
USGS	11181040	2003-10-08	1.8	A						
USGS	11181040	2003-10-09	1.5	A						
USGS	11181040	2003-10-10	1.5	A						
USGS	11181040	2003-10-11	1.3	A						
USGS	11181040	2003-10-12	1.2	A						
USGS	11181040	2003-10-13	1.4	A						
USGS	11181040	2003-10-14	1.2	A						
USGS	11181040	2003-10-15	0.97	A						
USGS	11181040	2003-10-16	1.2	A						
USGS	11181040	2003-10-17	1.1	A						
USGS	11181040	2003-10-18	1.1	A						
USGS	11181040	2003-10-19	1.0	A						
USGS	11181040	2003-10-20	1.2	A						
USGS	11181040	2003-10-21	1.3	A						
USGS	11181040	2003-10-22	1.9	A						
USGS	11181040	2003-10-23	1.3	A						
USGS	11181040	2003-10-24	1.2	A						
USGS	11181040	2003-10-25	1.1	A						
USGS	11181040	2003-10-26	1.1	A						
USGS	11181040	2003-10-27	1.1	A						
USGS	11181040	2003-10-28	1.1	A						
USGS	11181040	2003-10-29	1.2	A						
USGS	11181040	2003-10-30	1.2	A						
USGS	11181040	2003-10-31	33	A						
USGS	11181040	2003-11-01	1.9	A						
USGS	11181040	2003-11-02	4.8	A						
USGS	11181040	2003-11-03	17	A						
USGS	11181040	2003-11-04	1.4	A						
USGS	11181040	2003-11-05	0.94	A						
USGS	11181040	2003-11-06	1.4	A						
USGS	11181040	2003-11-07	9.3	A						
USGS	11181040	2003-11-08	65	A						
USGS	11181040	2003-11-09	18	A						
USGS	11181040	2003-11-10	3.8	A						
USGS	11181040	2003-11-11	1.7	A						
USGS	11181040	2003-11-12	1.5	A						
USGS	11181040	2003-11-13	1.3	A						
USGS	11181040	2003-11-14	14	A						
USGS	11181040	2003-11-15	23	A						
USGS	11181040	2003-11-16	4.1	A						
USGS	11181040	2003-11-17	3.8	A						
USGS	11181040	2003-11-18	1.8	A						
USGS	11181040	2003-11-19	1.4	A						
USGS	11181040	2003-11-20	1.4	A						
USGS	11181040	2003-11-21	1.4	A						
USGS	11181040	2003-11-22	1.2	A						
USGS	11181040	2003-11-23	1.1	A						
USGS	11181040	2003-11-24	1.1	A						
USGS	11181040	2003-11-25	1.4	A						
USGS	11181040	2003-11-26	2.0	A						
USGS	11181040	2003-11-27	1.7	A						
USGS	11181040	2003-11-28	1.2	A						
USGS	11181040	2003-11-29	1.5	A						
USGS	11181040	2003-11-30	16	A						
USGS	11181040	2003-12-01	15	A						
USGS	11181040	2003-12-02	7.4	A						
USGS	11181040	2003-12-03	3.5	A						
USGS	11181040	2003-12-04	8.1	A						
USGS	11181040	2003-12-05	15	A						
USGS	11181040	2003-12-06	64	A						
USGS	11181040	2003-12-07	23	A						
USGS	11181040	2003-12-08	3.8	A						
USGS	11181040	2003-12-09	8.0	A						
USGS	11181040	2003-12-10	47	A						
USGS	11181040	2003-12-11	31	A						
USGS	11181040	2003-12-12	5.2	A						
USGS	11181040	2003-12-13	12	A						
USGS	11181040	2003-12-14	95	A						
USGS	11181040	2003-12-15	11	A						
USGS	11181040	2003-12-16	5.4	A						
USGS	11181040	2003-12-17	3.6	A						
USGS	11181040	2003-12-18	2.9	A						
USGS	11181040	2003-12-19	15	A						
USGS	11181040	2003-12-20	10	A						
USGS	11181040	2003-12-21	16	A						
USGS	11181040	2003-12-22	3.8	A						
USGS	11181040	2003-12-23	22	A						
USGS	11181040	2003-12-24	60	A						
USGS	11181040	2003-12-25	19	A						
USGS	11181040	2003-12-26	7.9	A						
USGS	11181040	2003-12-27	4.3	A						
USGS	11181040	2003-12-28	3.6	A						
USGS	11181040	2003-12-29	245	A						
USGS	11181040	2003-12-30	51	A						
USGS	11181040	2003-12-31	17	A						
USGS	11181040	2004-01-01	551	A						
USGS	11181040	2004-01-02	77	A						
USGS	11181040	2004-01-03	35	A						
USGS	11181040	2004-01-04	22	A						
USGS	11181040	2004-01-05	18	A						
USGS	11181040	2004-01-06	17	A						
USGS	11181040	2004-01-07	19	A						
USGS	11181040	2004-01-08	14	A						
USGS	11181040	2004-01-09	13	A						
USGS	11181040	2004-01-10	13	A						
USGS	11181040	2004-01-11	13	A						
USGS	11181040	2004-01-12	12	A						
USGS	11181040	2004-01-13	10	A						
USGS	11181040	2004-01-14	9.9	A						
USGS	11181040	2004-01-15	10	A						
USGS	11181040	2004-01-16	9.1	A						
USGS	11181040	2004-01-17	8.0	A						
USGS	11181040	2004-01-18	7.4	A						
USGS	11181040	2004-01-19	6.9	A						
USGS	11181040	2004-01-20	7.0	A						
USGS	11181040	2004-01-21	6.4	A						
USGS	11181040	2004-01-22	5.7	A						
USGS	11181040	2004-01-23	6.0	A						
USGS	11181040	2004-01-24	29	A						
USGS	11181040	2004-01-25	7.8	A						
USGS	11181040	2004-01-26	6.0	A						
USGS	11181040	2004-01-27	13	A						
USGS	11181040	2004-01-28	10	A						
USGS	11181040	2004-01-29	6.8	A						
USGS	11181040	2004-01-30	17	A						
USGS	11181040	2004-01-31	8.6	A						
USGS	11181040	2004-02-01	7.3	A						
USGS	11181040	2004-02-02	115	A						
USGS	11181040	2004-02-03	82	A						
USGS	11181040	2004-02-04	31	A						
USGS	11181040	2004-02-05	23	A						
USGS	11181040	2004-02-06	21	A						
USGS	11181040	2004-02-07	22	A						
USGS	11181040	2004-02-08	19	A						
USGS	11181040	2004-02-09	18	A						
USGS	11181040	2004-02-10	17	A						
USGS	11181040	2004-02-11	17	A						
USGS	11181040	2004-02-12	17	A						
USGS	11181040	2004-02-13	18	A						
USGS	11181040	2004-02-14	17	A						
USGS	11181040	2004-02-15	17	A						
USGS	11181040	2004-02-16	78	A						
USGS	11181040	2004-02-17	85	A						
USGS	11181040	2004-02-18	461	A						
USGS	11181040	2004-02-19	57	A						
USGS	11181040	2004-02-20	40	A						
USGS	11181040	2004-02-21	34	A						
USGS	11181040	2004-02-22	40	A						
USGS	11181040	2004-02-23	29	A						
USGS	11181040	2004-02-24	35	A						
USGS	11181040	2004-02-25	582	A						
USGS	11181040	2004-02-26	325	A						
USGS	11181040	2004-02-27	136	A						
USGS	11181040	2004-02-28	66	A						
USGS	11181040	2004-02-29	49	A						
USGS	11181040	2004-03-01	51	A						
USGS	11181040	2004-03-02	40	A						
USGS	11181040	2004-03-03	32	A						
USGS	11181040	2004-03-04	28	A						
USGS	11181040	2004-03-05	24	A						
USGS	11181040	2004-03-06	23	A						
USGS	11181040	2004-03-07	22	A						
USGS	11181040	2004-03-08	21	A						
USGS	11181040	2004-03-09	20	A						
USGS	11181040	2004-03-10	19	A						
USGS	11181040	2004-03-11	18	A						
USGS	11181040	2004-03-12	18	A						
USGS	11181040	2004-03-13	17	A						
USGS	11181040	2004-03-14	17	A						
USGS	11181040	2004-03-15	17	A						
USGS	11181040	2004-03-16	17	A						
USGS	11181040	2004-03-17	16	A						
USGS	11181040	2004-03-18	16	A						
USGS	11181040	2004-03-19	15	A						
USGS	11181040	2004-03-20	15	A						
USGS	11181040	2004-03-21	16	A						
USGS	11181040	2004-03-22	16	A						
USGS	11181040	2004-03-23	16	A						
USGS	11181040	2004-03-24	15	A						
USGS	11181040	2004-03-25	92	A						
USGS	11181040	2004-03-26	23	A						
USGS	11181040	2004-03-27	13	A						
USGS	11181040	2004-03-28	12	A						
USGS	11181040	2004-03-29	11	A						
USGS	11181040	2004-03-30	11	A						
USGS	11181040	2004-03-31	11	A						
USGS	11181040	2004-04-01	11	A						
USGS	11181040	2004-04-02	10	A						
USGS	11181040	2004-04-03	10	A						
USGS	11181040	2004-04-04	10	A						
USGS	11181040	2004-04-05	10	A						
USGS	11181040	2004-04-06	10	A						
USGS	11181040	2004-04-07	9.7	A						
USGS	11181040	2004-04-08	9.7	A						
USGS	11181040	2004-04-09	9.5	A						
USGS	11181040	2004-04-10	9.4	A						
USGS	11181040	2004-04-11	9.0	A						
USGS	11181040	2004-04-12	8.6	A						
USGS	11181040	2004-04-13	8.6	A						
USGS	11181040	2004-04-14	9.2	A						
USGS	11181040	2004-04-15	9.4	A						
USGS	11181040	2004-04-16	9.5	A						
USGS	11181040	2004-04-17	9.7	A						
USGS	11181040	2004-04-18	9.5	A						
USGS	11181040	2004-04-19	10	A						
USGS	11181040	2004-04-20	13	A						
USGS	11181040	2004-04-21	8.8	A						
USGS	11181040	2004-04-22	7.1	A						
USGS	11181040	2004-04-23	6.1	A						
USGS	11181040	2004-04-24	5.8	A						
USGS	11181040	2004-04-25	5.2	A						
USGS	11181040	2004-04-26	4.4	A						
USGS	11181040	2004-04-27	3.8	A						
USGS	11181040	2004-04-28	3.6	A						
USGS	11181040	2004-04-29	4.1	A						
USGS	11181040	2004-04-30	3.3	A						
USGS	11181040	2004-05-01	3.5	A						
USGS	11181040	2004-05-02	4.0	A						
USGS	11181040	2004-05-03	3.2	A						
USGS	11181040	2004-05-04	2.9	A						
USGS	11181040	2004-05-05	2.9	A						
USGS	11181040	2004-05-06	2.9	A						
USGS	11181040	2004-05-07	2.9	A						
USGS	11181040	2004-05-08	3.1	A						
USGS	11181040	2004-05-09	2.9	A						
USGS	11181040	2004-05-10	2.8	A						
USGS	11181040	2004-05-11	2.8	A						
USGS	11181040	2004-05-12	3.1	A						
USGS	11181040	2004-05-13	3.2	A						
USGS	11181040	2004-05-14	3.2	A						
USGS	11181040	2004-05-15	3.4	A						
USGS	11181040	2004-05-16	3.6	A						
USGS	11181040	2004-05-17	3.7	A						
USGS	11181040	2004-05-18	4.0	A						
USGS	11181040	2004-05-19	3.8	A						
USGS	11181040	2004-05-20	4.0	A						
USGS	11181040	2004-05-21	4.9	A						
USGS	11181040	2004-05-22	5.2	A						
USGS	11181040	2004-05-23	5.0	A						
USGS	11181040	2004-05-24	4.9	A						
USGS	11181040	2004-05-25	4.3	A						
USGS	11181040	2004-05-26	4.3	A						
USGS	11181040	2004-05-27	4.2	A						
USGS	11181040	2004-05-28	14	A						
USGS	11181040	2004-05-29	6.0	A						
